case,stage,frame,applied,reason,v21_reason,estimated_step,allowed_step,step_ratio,static_inliers,static_grid_coverage,dynamic_feature_grid_coverage,v21_chi2_increase_abs,v21_chi2_inflation_ratio,v21_inlier_ratio_delta,v22_dynamic_occlusion_residual_hazard,v23_current_segment_evidence,v23_segment_active,v23_recent_evidence_hits,v23_active_until_frame
wrpy_D_v22_default_current,track_local_map_post_pose,586,1,,accepted_v22_pose_chain_context,0.035258,0.018000,2.659714,110,0.020182,0.022786,8.032160,4.166183,-0.523364,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,587,1,,accepted_v22_pose_chain_context,0.039156,0.018000,2.852540,182,0.028971,0.016276,8.223642,4.297435,-0.505618,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,604,1,,accepted_residual_verified,0.018765,0.018000,1.286937,285,0.046549,0.015299,0.011334,1.004975,0.000000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,605,1,,accepted_v22_pose_chain_context,0.027349,0.018000,1.815733,190,0.037109,0.010091,1.864810,1.690049,-0.173684,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,606,1,,accepted_v22_pose_chain_context,0.024716,0.018000,1.640896,197,0.036133,0.009115,1.295313,1.455636,-0.158163,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,607,1,,accepted_v22_pose_chain_context,0.034421,0.018000,2.015644,191,0.036784,0.008464,9.755204,4.466949,-0.584211,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,609,1,,accepted_v22_pose_chain_context,0.037178,0.018000,2.201039,219,0.039714,0.007487,11.613396,5.593944,-0.620370,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,610,1,,accepted_v22_pose_chain_context,0.028182,0.018000,1.668453,179,0.032552,0.007487,1.589856,1.571098,-0.167598,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,611,1,,accepted_v22_pose_chain_context,0.022966,0.018000,1.359617,249,0.045247,0.001953,0.811895,1.337317,-0.092369,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,612,1,,accepted_v22_pose_chain_context,0.029595,0.018000,1.752068,262,0.047526,0.003581,5.219992,3.300227,-0.352713,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,614,1,,accepted_v22_pose_chain_context,0.025210,0.018000,1.694582,163,0.032227,0.003581,1.330362,1.472758,-0.141026,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,615,1,,accepted_v22_pose_chain_context,0.038901,0.018000,2.614878,211,0.039062,0.003581,13.922274,6.336598,-0.609524,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,617,1,,accepted_v22_pose_chain_context,0.020329,0.018000,1.366497,238,0.044271,0.000977,0.142752,1.053105,-0.051064,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,618,1,,accepted_v22_pose_chain_context,0.049156,0.018000,3.304214,198,0.038411,0.001628,30.039016,11.574168,-0.811224,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,619,1,,accepted_v22_pose_chain_context,0.053618,0.018000,3.604137,235,0.039714,0.003255,36.598737,17.502049,-0.910638,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,620,1,,accepted_v22_pose_chain_context,0.022875,0.018000,1.354243,209,0.040690,0.004883,0.751538,1.339804,-0.086124,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,621,1,,accepted_v22_pose_chain_context,0.021796,0.018000,1.210878,214,0.033854,0.007161,0.355626,1.133172,-0.065421,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,622,1,,accepted_residual_verified,0.018777,0.018000,1.043159,206,0.038737,0.004557,-0.006523,0.997348,0.000000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,623,1,,accepted_v22_pose_chain_context,0.025457,0.018000,1.414265,202,0.036784,0.001953,1.427562,1.576708,-0.158416,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,624,1,,accepted_v22_pose_chain_context,0.030146,0.018000,1.674756,203,0.039714,0.002930,4.211609,2.792802,-0.288557,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,629,1,,accepted_v22_pose_chain_context,0.029785,0.018000,1.654699,195,0.039714,0.004232,2.721031,2.128951,-0.256410,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,633,1,,accepted_residual_verified,0.018456,0.018000,1.025338,245,0.045573,0.005534,0.002870,1.001154,-0.008264,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,634,1,,accepted_v22_pose_chain_context,0.023596,0.018000,1.310896,250,0.047852,0.011719,0.880116,1.352335,-0.110204,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,637,1,,accepted_residual_verified,0.018167,0.018000,1.009271,264,0.049154,0.009766,0.000805,1.000320,0.000000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,640,1,,accepted_residual_verified,0.018007,0.018000,1.000363,225,0.048503,0.006510,0.000077,1.000025,0.000000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,643,1,,accepted_v22_pose_chain_context,0.023249,0.018000,1.340780,233,0.044596,0.008789,0.746873,1.284278,-0.108225,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,644,1,,accepted_v22_pose_chain_context,0.028257,0.018000,1.569847,227,0.041016,0.004883,2.065465,1.859200,-0.171806,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,645,1,,accepted_v22_pose_chain_context,0.028670,0.018000,1.592772,219,0.041016,0.002604,2.771672,2.164069,-0.242009,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,646,1,,accepted_residual_verified,0.020534,0.018000,1.140761,245,0.044271,0.004232,0.174882,1.064770,-0.036735,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,647,1,,accepted_v22_pose_chain_context,0.023882,0.018000,1.326804,219,0.041341,0.001953,0.645772,1.274948,-0.091324,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,648,1,,accepted_v22_pose_chain_context,0.027759,0.018000,1.542154,199,0.037109,0.002279,1.725405,1.653320,-0.175879,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,657,1,,accepted_residual_verified,0.023117,0.018000,1.400728,238,0.045573,0.010742,0.501809,1.212588,-0.042194,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,658,1,,accepted_v22_pose_chain_context,0.035952,0.018000,2.101441,270,0.049479,0.012044,6.926961,3.702267,-0.441509,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,669,1,,accepted_v22_pose_chain_context,0.037999,0.018000,2.111051,225,0.042643,0.000000,9.575369,4.530253,-0.564444,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,670,1,,accepted_v22_pose_chain_context,0.024043,0.018000,1.335744,249,0.049154,0.000000,1.518056,1.536907,-0.152610,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,671,1,,accepted_v22_pose_chain_context,0.055189,0.018000,3.066052,244,0.046549,0.000000,62.540478,23.672149,-0.942623,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,672,1,,accepted_v22_pose_chain_context,0.069855,0.018000,3.880825,135,0.026367,0.000000,85.464199,31.127223,-0.985185,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,673,1,,accepted_v22_pose_chain_context,0.024861,0.018000,1.381193,139,0.031901,0.000000,1.679826,1.575857,-0.208633,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,674,1,,accepted_v22_pose_chain_context,0.028771,0.018000,1.598407,175,0.034505,0.019206,2.378163,1.763806,-0.281437,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,689,1,,accepted_v22_pose_chain_context,0.022214,0.018000,1.274324,116,0.026367,0.017904,0.244332,1.096240,-0.054054,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,694,1,,accepted_v22_pose_chain_context,0.041486,0.018000,2.856791,74,0.016276,0.022786,5.671504,3.101616,-0.411765,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,695,1,,accepted_v22_pose_chain_context,0.032816,0.018000,2.259763,101,0.023438,0.017253,3.311812,2.452250,-0.257732,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,696,1,,accepted_residual_verified,0.027134,0.018000,1.909745,109,0.024740,0.023112,0.197507,1.079410,-0.030000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,699,1,,accepted_residual_verified,0.018973,0.018000,1.306495,134,0.027018,0.020833,0.019410,1.008366,-0.015748,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,700,1,,accepted_residual_verified,0.022173,0.018000,1.534916,130,0.025065,0.026367,0.140796,1.058769,-0.015385,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,702,1,,accepted_residual_verified,0.021953,0.018000,1.519622,145,0.027995,0.022461,0.039828,1.016491,-0.013889,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,704,1,,accepted_residual_verified,0.019751,0.018000,1.367238,103,0.025065,0.000000,0.028052,1.011253,-0.009709,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,707,1,,accepted_residual_verified,0.022048,0.018000,1.505542,114,0.027018,0.000000,0.095888,1.038848,-0.008772,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,709,1,,accepted_v22_pose_chain_context,0.026838,0.018000,1.832632,157,0.033203,0.000000,1.004456,1.397923,-0.121019,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,715,1,,accepted_residual_verified,0.019012,0.018000,1.316057,158,0.034831,0.010742,0.016743,1.007757,-0.006623,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,718,1,,accepted_v22_pose_chain_context,0.025584,0.018000,1.771014,160,0.033854,0.015951,0.462741,1.219001,-0.058065,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,719,1,,accepted_residual_verified,0.022000,0.018000,1.499803,141,0.027995,0.002279,0.053261,1.024655,-0.043165,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,750,1,,accepted_residual_verified,0.010721,0.009896,1.949903,212,0.044271,0.000000,0.005138,1.002685,-0.004717,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,765,1,,accepted_residual_verified,0.011829,0.009896,2.151523,202,0.039714,0.013021,0.014609,1.009271,0.000000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,766,1,,accepted_residual_verified,0.010782,0.010130,1.915870,181,0.036784,0.015625,0.001577,1.000964,0.000000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,768,1,,accepted_residual_verified,0.013127,0.011366,2.078865,199,0.040039,0.013672,0.040154,1.026074,-0.010256,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,770,1,,accepted_residual_verified,0.014110,0.011330,2.241630,229,0.043945,0.013997,0.046152,1.028446,-0.018018,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,773,1,,accepted_residual_verified,0.016065,0.012702,2.276549,218,0.041992,0.017253,0.100201,1.063206,-0.014218,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,776,1,,accepted_residual_verified,0.013524,0.012946,1.880235,223,0.041667,0.021159,0.005896,1.003786,0.000000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,781,1,,accepted_v22_pose_chain_context,0.020384,0.013074,2.806449,224,0.042318,0.030599,1.015486,1.650149,-0.077982,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,782,1,,accepted_residual_verified,0.014702,0.013074,2.024214,232,0.042643,0.029622,0.035997,1.019028,-0.008969,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,783,1,,accepted_residual_verified,0.014515,0.013327,1.960513,232,0.041341,0.026367,0.021739,1.014809,-0.004444,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,785,1,,accepted_residual_verified,0.015381,0.013798,2.006422,224,0.045247,0.029622,0.044621,1.029633,-0.004587,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,805,1,,accepted_residual_verified,0.019488,0.018000,1.793139,190,0.035482,0.037760,0.005822,1.003376,0.000000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,807,1,,accepted_residual_verified,0.018791,0.018000,1.679751,165,0.033529,0.041992,0.005593,1.002728,0.000000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,809,1,,accepted_residual_verified,0.025299,0.018000,2.257419,98,0.023112,0.036784,0.044170,1.018771,-0.041667,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,810,1,,accepted_residual_verified,0.021267,0.018000,1.868860,95,0.021484,0.046549,0.155781,1.063367,-0.033708,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,811,1,,accepted_v22_pose_chain_context,0.038660,0.018000,3.397371,144,0.027669,0.051432,5.146010,3.128568,-0.370370,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,812,1,,accepted_residual_verified,0.020382,0.018000,1.791142,144,0.029622,0.004557,0.092702,1.039467,-0.021429,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,813,1,,accepted_v22_pose_chain_context,0.026344,0.018000,2.315017,210,0.044271,0.010417,4.135592,2.828759,-0.281553,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,814,1,,accepted_v22_pose_chain_context,0.032454,0.018000,2.851999,210,0.043294,0.011719,15.489968,7.654008,-0.630542,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,815,1,,accepted_v22_pose_chain_context,0.053243,0.018000,4.678901,136,0.026693,0.007487,75.953879,33.593037,-0.924242,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,817,1,,accepted_v22_pose_chain_context,0.048767,0.018000,4.285547,148,0.031250,0.016602,61.405966,25.212783,-0.880282,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,818,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.046801,0.018000,4.112808,114,0.021484,0.044271,31.192998,13.710234,-0.722222,1,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,819,1,,accepted_v22_pose_chain_context,0.057337,0.018000,5.038652,139,0.027344,0.053060,41.764861,16.780822,-0.854015,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,820,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.078605,0.018000,6.808613,107,0.021484,0.059570,89.236455,34.295146,-0.934579,1,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,821,1,,accepted_residual_verified,0.018379,0.018000,1.445077,123,0.023763,0.008789,0.002894,1.001317,0.000000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,822,1,,accepted_v22_pose_chain_context,0.022427,0.018000,1.449427,246,0.049479,0.008464,1.778392,1.707263,-0.155738,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,824,1,,accepted_v22_pose_chain_context,0.028015,0.018000,1.556381,251,0.048177,0.005859,6.051025,3.528153,-0.387500,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,825,1,,accepted_v22_pose_chain_context,0.033392,0.018000,1.855102,183,0.036133,0.010091,16.705068,7.962149,-0.559524,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,827,1,,accepted_v22_pose_chain_context,0.026022,0.018000,1.445659,189,0.040039,0.011393,3.768090,2.571331,-0.255556,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,828,1,,accepted_v22_pose_chain_context,0.021172,0.018000,1.176240,199,0.041341,0.012044,0.887745,1.374488,-0.109948,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,829,1,,accepted_v22_pose_chain_context,0.022820,0.018000,1.267771,219,0.040690,0.010417,2.062602,1.835658,-0.212871,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,830,1,,accepted_v22_pose_chain_context,0.031802,0.018000,1.766786,163,0.035482,0.001953,16.590560,7.911534,-0.582278,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,831,1,,accepted_v22_pose_chain_context,0.040725,0.018000,2.262496,193,0.042318,0.003581,45.798903,18.152358,-0.832432,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,833,1,,accepted_v22_pose_chain_context,0.024121,0.018000,1.340074,150,0.031901,0.022786,1.604134,1.559800,-0.237762,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,834,1,,accepted_v22_pose_chain_context,0.034466,0.018000,1.914801,170,0.032552,0.017904,14.092130,6.634605,-0.631250,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,835,1,,accepted_v22_pose_chain_context,0.041573,0.018000,2.309614,102,0.023438,0.013346,15.340049,6.611032,-0.744898,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,836,1,,accepted_residual_verified,0.020542,0.018000,1.141218,91,0.019531,0.014323,0.254001,1.088572,-0.047059,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,837,1,,accepted_v22_pose_chain_context,0.026206,0.018000,1.455879,101,0.021159,0.013021,2.370516,1.902409,-0.260870,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,838,1,,accepted_v22_pose_chain_context,0.028371,0.018000,1.576181,74,0.014648,0.016276,4.023644,2.470365,-0.305556,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,840,1,,accepted_v22_pose_chain_context,0.025046,0.018000,1.391443,137,0.028320,0.012370,1.660034,1.742982,-0.179104,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,841,1,,accepted_v22_pose_chain_context,0.054139,0.018000,3.007739,110,0.021810,0.012370,31.872966,11.588704,-0.825688,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,842,1,,accepted_v22_pose_chain_context,0.026045,0.018000,1.446934,116,0.024740,0.015299,1.075051,1.403844,-0.123894,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,843,1,,accepted_v22_pose_chain_context,0.031133,0.018000,1.729632,101,0.023438,0.014323,5.861213,3.392366,-0.360000,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,844,1,,accepted_v22_pose_chain_context,0.046161,0.018000,2.564476,90,0.022135,0.013672,18.099197,7.891887,-0.693182,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,845,1,,accepted_v22_pose_chain_context,0.034605,0.018000,1.922527,53,0.014323,0.016276,4.129986,2.334036,-0.384615,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,846,1,,accepted_v22_pose_chain_context,0.030923,0.018000,1.717943,91,0.021484,0.010742,7.738474,3.652063,-0.422222,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,847,1,,accepted_v22_pose_chain_context,0.028164,0.018000,1.564662,133,0.025065,0.007487,3.421364,2.221802,-0.259542,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,848,1,,accepted_v22_pose_chain_context,0.029405,0.018000,1.633631,140,0.029297,0.014974,0.836106,1.315697,-0.130435,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,863,1,,accepted_residual_verified,0.019785,0.018000,1.099171,238,0.049805,0.000000,0.096126,1.041234,-0.033613,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,874,1,,accepted_residual_verified,0.019652,0.018000,1.568325,236,0.048503,0.000000,0.069064,1.031903,-0.016949,0,,,,
wrpy_D_v22_default_current,track_local_map_post_pose,889,1,,accepted_v22_pose_chain_context,0.023014,0.016579,2.498596,253,0.049479,0.000000,1.036789,1.534963,-0.090909,0,,,,
wrpy_D_v23_default,track_local_map_post_pose,8,1,,accepted_v23_pose_chain_context,0.010230,0.006267,2.938294,231,0.039714,0.000000,0.753513,1.383699,-0.077922,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,10,1,,accepted_residual_verified,0.008677,0.008050,1.940031,172,0.030273,0.033203,0.031002,1.021012,-0.005814,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,11,1,,accepted_residual_verified,0.009734,0.008423,2.080063,168,0.029297,0.003255,0.043464,1.025524,-0.005988,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,18,1,,accepted_v23_pose_chain_context,0.014235,0.010591,2.419501,128,0.024089,0.011393,0.312748,1.098412,-0.097345,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,30,1,,accepted_residual_verified,0.011955,0.011252,1.912426,202,0.040365,0.013997,0.003803,1.001547,0.000000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,35,1,,accepted_v23_pose_chain_context,0.017593,0.012522,2.528956,89,0.017253,0.033203,1.377308,1.529676,-0.137931,0,0,0,0,-1000000000
